CustomerID,CardNumber,Type,Limit
CID-600120,2359-8523-5301-6806,Platinum,50000
CID-180760,5521-3646-2203-6266,Shoppers,1.00E+05
CID-679466,5296-4588-9587-6518,Travellers,5.00E+05
CID-45675,6266-6365-4027-4547,gold,5.00E+05
CID-502161,1758-8184-9189-2813,Platinum,1.00E+05
CID-751588,9074-9595-3016-5416,Shoppers,5.00E+05
CID-18750,4633-3458-4324-9250,Shoppers,1.00E+05
CID-660852,2997-1471-4242-1765,Travellers,2.00E+05
CID-705400,5026-7922-6786-6399,Shoppers,2.00E+05
CID-1107,2622-6105-3782-1903,Shoppers,5.00E+05
CID-897418,5025-3603-3138-1185,Travellers,50000
CID-669650,6365-5525-3685-7415,Platinum,2.00E+05
CID-405807,4267-5524-8904-9145,Platinum,1.00E+05
CID-523057,9142-3680-1050-6303,Shoppers,2.00E+05
CID-797335,3555-5121-7160-2537,Travellers,5.00E+05
CID-98123,9586-5719-5094-7206,Travellers,2.00E+05
CID-762655,2554-7607-3633-6457,Platinum,1.00E+05
CID-786463,9593-6114-9173-9059,Travellers,5.00E+05
CID-665712,4677-1960-3515-3474,Shoppers,50000
CID-306156,8680-4951-9408-8729,Travellers,2.00E+05
CID-268791,1222-1317-8661-3633,Shoppers,50000
CID-232767,2857-6806-2365-8800,Platinum,1.00E+05
CID-846441,1207-9728-1238-2657,Shoppers,5.00E+05
CID-484057,9223-9814-3285-7706,Travellers,5.00E+05
CID-327265,8169-9717-8220-9504,Shoppers,1.00E+05
CID-120663,5906-6628-6003-3030,gold,50000
CID-392313,8591-1620-9005-3526,Travellers,5.00E+05
CID-490474,3120-6320-1748-2039,Shoppers,50000
CID-873346,3975-1653-7219-4368,Shoppers,50000
CID-755423,6152-5737-2961-1254,Shoppers,2.00E+05
CID-7953,4262-7506-8529-7503,gold,1.00E+05
CID-61785,1413-3323-5991-7281,Travellers,1.00E+05
CID-500553,7133-2248-9499-2703,Travellers,50000
CID-877665,3038-5392-3098-7669,gold,2.00E+05
CID-494310,1820-8109-1547-5952,Shoppers,50000
CID-462536,6846-1657-3858-9793,Platinum,50000
CID-635894,1900-9902-3826-4887,Platinum,5.00E+05
CID-17131,2879-4562-9049-4094,Platinum,50000
CID-487045,2526-9538-7944-6386,Platinum,2.00E+05
CID-24172,7378-5097-1160-2572,gold,5.00E+05
CID-710206,8507-6594-4638-3303,Travellers,50000
CID-832449,5094-8547-5113-3682,gold,5.00E+05
CID-31641,6038-1111-9652-6147,Travellers,1.00E+05
CID-599715,1749-7849-2040-5817,Platinum,2.00E+05
CID-805271,9573-1452-2802-6323,Travellers,50000
CID-752224,2038-4520-4646-3096,Shoppers,1.00E+05
CID-800797,3754-4825-2454-5896,Platinum,5.00E+05
CID-49994,1525-9671-3954-2941,gold,50000
CID-267172,7625-1393-6312-7475,Travellers,1.00E+05
CID-284758,5608-1039-8445-9089,Platinum,5.00E+05
CID-891464,8825-4011-4515-1476,Shoppers,2.00E+05
CID-137746,6903-6868-6537-6043,Shoppers,5.00E+05
CID-197151,1243-8768-7850-3873,Shoppers,1.00E+05
CID-490082,5186-8598-3284-3381,gold,1.00E+05
CID-73911,3145-8050-6182-6142,gold,50000
CID-173039,6470-5093-6125-5635,Platinum,50000
CID-180899,3790-9300-9667-6237,Shoppers,2.00E+05
CID-203425,1435-9845-2397-6793,Travellers,50000
CID-784530,9686-1258-3659-4365,Travellers,50000
CID-480817,8628-9510-6369-2142,Platinum,2.00E+05
CID-267513,2535-6457-6683-1086,Shoppers,5.00E+05
CID-488316,1657-5384-3688-4004,Platinum,5.00E+05
CID-755014,4678-5796-8326-4606,gold,2.00E+05
CID-273694,9202-1428-4268-9913,gold,50000
CID-556414,6383-9601-2928-1438,gold,1.00E+05
CID-827597,7571-8508-4839-3857,gold,2.00E+05
CID-670104,8320-7026-2663-3313,Platinum,5.00E+05
CID-654053,4989-2110-4311-9061,Platinum,2.00E+05
CID-106292,9158-4447-6548-3583,Platinum,5.00E+05
CID-142529,1104-8005-9834-6900,Platinum,2.00E+05
CID-285404,5068-9294-1216-1663,Travellers,2.00E+05
CID-46213,4469-8411-1960-2261,Shoppers,1.00E+05
CID-249429,1719-7633-5631-6187,Platinum,50000
CID-747247,4419-5063-5953-9625,Platinum,1.00E+05
CID-315505,5256-8363-7524-4815,Platinum,50000
CID-839709,3751-8034-1931-6863,Platinum,1.00E+05
CID-423097,5308-1612-3318-5054,Shoppers,5.00E+05
CID-234569,2820-9809-4606-9330,Shoppers,2.00E+05
CID-362547,9646-5209-6994-4796,Platinum,1.00E+05
CID-236514,1172-7288-3601-7086,Travellers,1.00E+05
CID-551836,5205-4335-6915-1241,Travellers,5.00E+05
CID-218491,6916-5676-2642-8643,Platinum,1.00E+05
CID-236328,4379-5679-2095-4545,Platinum,1.00E+05
CID-780781,1847-2605-6406-6587,Travellers,5.00E+05
CID-215481,2447-7723-5441-7038,Platinum,2.00E+05
CID-818318,8494-6974-3560-8850,Platinum,50000
CID-119308,8014-3747-9614-4919,Travellers,50000
CID-301045,1658-7939-8909-8897,Travellers,1.00E+05
CID-669947,3769-8802-6644-6897,Travellers,1.00E+05
CID-237714,6542-8837-9914-1909,Travellers,1.00E+05
CID-254154,6206-6814-5313-1429,gold,5.00E+05
CID-113081,7125-2609-7512-6838,Shoppers,1.00E+05
CID-389892,4741-7165-7957-5057,gold,5.00E+05
CID-150165,6117-4903-3855-3074,Travellers,1.00E+05
CID-368027,6296-6709-4371-3037,Platinum,2.00E+05
CID-579839,1691-5239-2001-8393,Shoppers,1.00E+05
CID-864376,8585-1921-9181-5623,Travellers,1.00E+05
CID-51647,3849-5284-3413-9822,Shoppers,2.00E+05
CID-280222,7574-3803-9071-5878,Platinum,1.00E+05
CID-806038,5371-9678-2041-8537,Shoppers,2.00E+05
CID-747256,6919-7951-1076-7288,Platinum,2.00E+05
CID-317937,2336-3519-5541-8466,Platinum,2.00E+05
CID-345749,4977-6424-3880-6086,Shoppers,1.00E+05
CID-552468,5856-2099-7097-5881,Travellers,1.00E+05
CID-706291,6454-9106-1871-1285,Travellers,1.00E+05
CID-565342,6509-4005-8259-9162,Shoppers,2.00E+05
CID-243935,9641-1262-7731-2769,Travellers,1.00E+05
CID-313329,7537-7938-8762-8558,Travellers,2.00E+05
CID-779719,4096-2996-7017-6563,Shoppers,50000
CID-26897,2902-1469-8067-2636,Shoppers,50000
CID-98311,7827-2287-8997-9179,Platinum,1.00E+05
CID-789895,6641-8729-1747-2097,Shoppers,50000
CID-607058,6496-2963-2333-5414,Platinum,1.00E+05
CID-571601,5348-1594-3257-4674,Shoppers,1.00E+05
CID-462611,7653-1886-8089-6298,Platinum,2.00E+05
CID-597172,5372-7358-7299-5354,Platinum,50000
CID-206532,9536-5261-3024-3787,gold,5.00E+05
CID-829319,8441-8644-3223-7337,gold,50000
CID-668634,1909-2263-8006-6895,gold,1.00E+05
CID-437185,4414-7613-9149-9630,gold,50000
CID-100034,2338-1500-4239-7304,gold,2.00E+05
CID-287635,6536-7852-5027-1896,Travellers,5.00E+05
CID-521740,6765-2834-4419-8973,Platinum,1.00E+05
CID-120770,6075-8441-9493-2397,Platinum,1.00E+05
CID-349043,4048-1048-4296-3629,Shoppers,5.00E+05
CID-136065,7166-4065-7384-2005,Platinum,50000
CID-710254,4305-9665-8816-8104,gold,5.00E+05
CID-304843,1896-8035-8260-3455,Travellers,5.00E+05
CID-241686,1439-2343-5482-8577,Platinum,50000
CID-315078,4950-9143-5711-6739,gold,2.00E+05
CID-456073,5903-1595-2813-2733,Shoppers,1.00E+05
CID-276584,1473-9868-3634-3575,Travellers,1.00E+05
CID-358472,1604-2182-2130-4081,Platinum,1.00E+05
CID-742784,1047-6248-1716-3666,gold,2.00E+05
CID-884074,8695-6658-6298-8202,Platinum,1.00E+05
CID-118502,6793-4153-5535-3189,Platinum,50000
CID-360393,1634-1263-9975-1474,gold,2.00E+05
CID-150933,9468-7697-5412-6130,Platinum,1.00E+05
CID-624257,6705-1278-3428-7588,Travellers,1.00E+05
CID-697100,2470-4006-9831-5617,Shoppers,2.00E+05
CID-143775,2558-3729-1089-9842,gold,1.00E+05
CID-170313,9310-3665-8159-3632,Shoppers,1.00E+05
CID-220960,9082-3575-8569-6716,gold,5.00E+05
CID-386508,9320-7208-4496-8655,gold,1.00E+05
CID-18461,4232-4060-6799-8569,Shoppers,5.00E+05
CID-365738,8570-3382-5638-3737,Travellers,1.00E+05
CID-325533,3777-4639-3789-1204,Travellers,1.00E+05
CID-208014,8053-7259-9994-2362,gold,1.00E+05
CID-411897,4794-2482-7887-3044,Platinum,2.00E+05
CID-239969,7490-3300-4392-7554,gold,2.00E+05
CID-722858,2137-4622-5098-7984,Platinum,2.00E+05
CID-586663,9098-8321-2747-3617,gold,1.00E+05
CID-99875,2883-4410-7973-6958,Shoppers,5.00E+05
CID-465094,7154-1753-5880-1961,gold,5.00E+05
CID-664613,4786-7162-4234-5738,Shoppers,2.00E+05
CID-553879,8512-8891-4574-2312,Platinum,50000
CID-400492,6885-6605-5947-5310,Travellers,50000
CID-177425,1239-2712-2067-1870,Shoppers,5.00E+05
CID-89978,1831-9553-7987-6639,Travellers,50000
CID-691757,1552-6846-1282-6570,Shoppers,1.00E+05
CID-832141,3670-9593-7428-8601,Shoppers,5.00E+05
CID-646128,4302-4837-8537-6079,Travellers,1.00E+05
CID-672175,5685-7100-7982-3771,Travellers,1.00E+05
CID-450720,3499-3599-5668-6004,Travellers,1.00E+05
CID-398500,2221-6361-1126-7921,gold,50000
CID-344439,1164-4998-4258-5466,Shoppers,1.00E+05
CID-22174,9621-5060-6572-6559,Shoppers,5.00E+05
CID-37636,1268-5932-2863-9882,Travellers,5.00E+05
CID-83807,2521-4235-8116-4533,gold,2.00E+05
CID-803935,9283-6523-9415-7965,gold,1.00E+05
CID-575116,7373-6675-6929-1112,Shoppers,50000
CID-238055,5665-6860-4562-3536,Shoppers,2.00E+05
CID-710969,5723-9290-2054-5886,Platinum,2.00E+05
CID-247732,2204-5847-5891-6181,Shoppers,1.00E+05
CID-603536,8617-7637-4685-8448,Platinum,5.00E+05
CID-445244,3630-7897-1511-5563,Shoppers,50000
CID-412709,2297-9564-7647-3860,Platinum,50000
CID-127321,5805-4199-5987-3168,Travellers,50000
CID-132446,8708-8132-7022-9373,Travellers,5.00E+05
CID-468948,5281-5550-7067-1672,Shoppers,1.00E+05
CID-56046,5324-4293-3357-2979,Travellers,5.00E+05
CID-878483,2286-4158-9682-9353,Platinum,5.00E+05
CID-653716,6068-6491-3382-5336,Platinum,1.00E+05
CID-117322,1000-6535-7156-7412,gold,2.00E+05
CID-765790,8214-6849-8776-2791,Travellers,5.00E+05
CID-705051,9561-5497-3736-3321,Shoppers,1.00E+05
CID-438650,9905-2586-8133-2458,Shoppers,5.00E+05
CID-796988,8538-5335-9010-7330,Shoppers,5.00E+05
CID-634947,5419-3859-7907-4417,Platinum,5.00E+05
CID-615568,5414-3924-9467-5063,Platinum,1.00E+05
CID-647598,8218-2043-2645-3792,Travellers,5.00E+05
CID-534647,6570-7654-9882-7837,Shoppers,2.00E+05
CID-711728,1492-8026-7502-8364,Shoppers,5.00E+05
CID-227053,9164-6762-8745-5073,Travellers,2.00E+05
CID-685593,7853-1272-5229-2091,Travellers,50000
CID-240383,4159-4802-9031-6098,Travellers,50000
CID-342776,1148-8401-7242-8405,Travellers,2.00E+05
CID-846496,4738-6603-2741-2235,gold,1.00E+05
CID-564138,5652-9979-4586-5990,Shoppers,1.00E+05
CID-372647,7793-7772-4175-1818,Travellers,1.00E+05
CID-315295,5465-3515-5804-7913,Shoppers,50000
CID-270146,4979-4889-8373-1566,Travellers,5.00E+05
CID-684063,1744-3006-1693-7978,Platinum,1.00E+05
CID-889203,5077-3508-3646-3033,Shoppers,50000
CID-208384,4753-5721-2992-2860,Platinum,2.00E+05
CID-711872,1204-9418-8208-1680,Shoppers,50000
CID-607914,2854-6813-7227-3049,Shoppers,2.00E+05
CID-750179,9068-7895-6189-8402,Travellers,1.00E+05
CID-310258,3951-4426-1976-4466,Shoppers,1.00E+05
CID-634018,7518-5297-8714-9653,Travellers,2.00E+05
CID-792205,5015-3895-9313-3307,Platinum,50000
CID-78374,8110-6049-3231-5363,gold,5.00E+05
CID-313187,9273-9004-8792-5805,Travellers,1.00E+05
CID-682867,8002-6022-5135-6328,Travellers,2.00E+05
CID-489975,9175-6575-6604-6656,Travellers,5.00E+05
CID-220957,2891-3730-3202-4171,Platinum,1.00E+05
CID-744226,7673-8959-1600-5061,Travellers,5.00E+05
CID-326942,1959-3878-5085-9547,gold,1.00E+05
CID-659303,9988-8801-1866-8375,Shoppers,1.00E+05
CID-414126,1291-1516-2532-4482,Travellers,1.00E+05
CID-514467,8322-9450-6804-8063,Platinum,5.00E+05
CID-454040,9163-4468-2574-4252,Platinum,50000
CID-605079,2957-4109-9112-5071,Shoppers,2.00E+05
CID-268956,3041-2132-9208-3972,Platinum,50000
CID-114112,6166-6926-6179-6608,gold,1.00E+05
CID-449743,8867-7994-5348-5402,Travellers,2.00E+05
CID-162249,4767-6756-5540-4599,gold,1.00E+05
CID-309342,5875-9508-9624-8023,Shoppers,2.00E+05
CID-15771,6859-1328-2952-5460,Platinum,5.00E+05
CID-847327,4098-7195-6867-6315,Shoppers,5.00E+05
CID-14012,6009-5748-3924-9290,Platinum,1.00E+05
CID-352547,3568-7242-7552-7466,Platinum,50000
CID-679210,2709-9852-6245-1220,Travellers,1.00E+05
CID-367042,9313-9086-9852-6135,Travellers,1.00E+05
CID-765533,6235-3695-3474-7144,Platinum,50000
CID-873877,7186-8440-9511-6585,gold,2.00E+05
CID-251983,1617-2627-6385-6225,Platinum,50000
CID-302884,6505-7943-5811-5488,Shoppers,5.00E+05
CID-111875,1544-9229-2835-5624,gold,50000
CID-818777,9756-8047-9324-6440,Platinum,2.00E+05
CID-556419,9305-5604-6294-3260,Travellers,1.00E+05
CID-496602,4841-3254-1084-5367,Shoppers,2.00E+05
CID-319621,6457-2970-2739-4718,Platinum,2.00E+05
CID-803068,2459-1933-6557-1538,gold,5.00E+05
CID-327432,6080-8311-1275-6550,Travellers,50000
CID-542351,1898-1700-5850-2144,Travellers,2.00E+05
CID-349416,9421-5663-3101-1211,Travellers,1.00E+05
CID-783220,6205-5813-8452-1433,Platinum,1.00E+05
CID-574140,3157-7120-5832-5656,Travellers,1.00E+05
CID-888330,4532-1232-8011-1096,Travellers,50000
CID-591767,9027-2456-2411-4397,Platinum,1.00E+05
CID-329196,7920-7996-4579-4000,gold,2.00E+05
CID-445101,1438-7582-4946-6837,Platinum,5.00E+05
CID-705048,9077-2851-8448-1045,gold,50000
CID-781548,3177-3005-6980-6173,gold,2.00E+05
CID-215564,6575-9108-3660-5814,Travellers,1.00E+05
CID-856482,9290-7760-8244-7309,Shoppers,50000
CID-707744,5627-1550-1887-2335,Platinum,1.00E+05
CID-867166,3741-4148-2610-4421,Travellers,1.00E+05
CID-654459,6436-9973-2375-4576,gold,1.00E+05
CID-698795,5509-1596-4063-5574,Platinum,5.00E+05
CID-206991,2364-9404-6012-2903,Travellers,2.00E+05
CID-749148,5923-1234-7246-1247,Platinum,5.00E+05
CID-677982,8039-3098-9080-2149,Shoppers,5.00E+05
CID-406959,9039-8866-2049-5781,Platinum,5.00E+05
CID-148239,8751-9465-5532-3085,gold,2.00E+05
CID-165566,3512-2303-5647-1169,Shoppers,50000
CID-263621,6472-1296-1401-5356,gold,5.00E+05
CID-83054,2227-6617-6965-9398,Shoppers,50000
CID-294639,2210-3143-6089-2042,gold,50000
CID-449653,6739-3694-2326-9156,gold,5.00E+05
CID-53219,9908-4868-6591-6965,Platinum,1.00E+05
CID-878202,2366-6420-4194-9832,Platinum,50000
CID-135873,3587-4773-6395-8362,Platinum,1.00E+05
CID-276056,8366-4510-8722-4382,Travellers,2.00E+05
CID-21810,6004-7917-6617-1625,gold,1.00E+05
CID-605265,9774-9689-8151-3256,Shoppers,2.00E+05
CID-287384,2485-9792-7224-4283,Shoppers,2.00E+05
CID-276454,7079-4725-7447-3777,Platinum,1.00E+05
CID-844581,5651-4787-3892-6685,Platinum,2.00E+05
CID-574113,2010-4547-2487-2278,Travellers,1.00E+05
CID-549075,6254-5129-3823-1886,Shoppers,50000
CID-557751,8908-5759-7066-9148,Travellers,1.00E+05
CID-134563,3241-7634-5354-7977,Travellers,5.00E+05
CID-414556,5132-2775-9349-9437,Platinum,1.00E+05
CID-897816,4729-6508-5479-8099,Platinum,1.00E+05
CID-525576,9246-5995-3033-2963,Travellers,1.00E+05
CID-409593,8712-2998-5166-9683,Platinum,5.00E+05
CID-66109,4051-9569-4255-4661,Platinum,1.00E+05
CID-638600,7307-8958-8298-8394,Shoppers,5.00E+05
CID-173226,4432-7948-1414-2536,Travellers,1.00E+05
CID-499115,6182-4541-4909-2708,Platinum,50000
CID-306936,4846-6334-2800-2994,Shoppers,5.00E+05
CID-398810,7871-2676-3183-5143,Travellers,2.00E+05
CID-538137,1478-5639-8648-8280,Platinum,2.00E+05
CID-692199,7256-2861-8157-1089,gold,5.00E+05
CID-347343,9219-8119-6392-2267,Shoppers,5.00E+05
CID-583841,7897-1730-6809-3663,gold,2.00E+05
CID-863730,9734-7622-6275-7798,Travellers,1.00E+05
CID-735068,9226-4218-1601-9631,Travellers,5.00E+05
CID-749298,8612-9073-8461-4012,gold,5.00E+05
CID-682637,7222-3017-4479-8062,Travellers,5.00E+05
CID-761021,2839-1745-8901-7290,Shoppers,1.00E+05
CID-740119,1779-2384-4402-9917,Travellers,50000
CID-754180,8912-2899-9721-4780,Travellers,1.00E+05
CID-506017,6913-9672-2241-5210,Platinum,5.00E+05
CID-751385,7124-3705-4052-8142,Travellers,1.00E+05
CID-28584,9877-6694-8061-1855,Shoppers,5.00E+05
CID-752570,7761-9599-9618-1458,gold,5.00E+05
CID-398293,9954-7677-8509-7634,Shoppers,1.00E+05
CID-355332,7135-9042-2509-9671,gold,2.00E+05
CID-757169,8519-5711-9463-3957,gold,1.00E+05
CID-582016,3738-5422-8822-6334,Travellers,5.00E+05
CID-310837,1431-7220-3661-3543,Platinum,2.00E+05
CID-151461,1835-7383-8919-4254,Shoppers,2.00E+05
CID-279440,6121-3214-5481-5578,Shoppers,5.00E+05
CID-291941,8387-3745-1802-9198,Shoppers,50000
CID-514745,4997-3949-9174-2342,gold,5.00E+05
CID-128214,4216-2252-3021-8174,Platinum,5.00E+05
CID-363152,2370-8638-5797-5611,Travellers,1.00E+05
CID-589878,9487-2234-4800-8612,Platinum,1.00E+05
CID-620378,1153-1905-1723-4870,Shoppers,1.00E+05
CID-542524,7152-2824-8382-1267,Travellers,1.00E+05
CID-776981,4346-9664-9530-9566,Travellers,50000
CID-333284,3615-5280-7760-1537,Shoppers,50000
CID-715856,7552-7178-1460-6370,Travellers,1.00E+05
CID-700561,5081-4584-6797-8511,Platinum,50000
CID-408806,1897-5828-1385-5864,Platinum,50000
CID-538268,3296-1714-5826-8996,gold,1.00E+05
CID-22791,7025-3748-9442-4895,gold,5.00E+05
CID-417871,2410-5231-5170-6010,Travellers,2.00E+05
CID-496222,3994-3769-2336-5630,Platinum,2.00E+05
CID-446379,2936-7359-3395-8702,Shoppers,50000
CID-862018,4030-4795-1681-5816,Platinum,5.00E+05
CID-871868,6191-7555-8769-1032,Travellers,5.00E+05
CID-592614,4876-2576-1862-9227,Shoppers,50000
CID-314628,4035-6917-9246-2326,Shoppers,5.00E+05
CID-485039,7504-8652-2510-2402,Platinum,1.00E+05
CID-224526,6687-7752-9212-8328,gold,50000
CID-786832,2926-6459-4857-3895,Shoppers,1.00E+05
CID-806387,2405-3940-4934-2710,Travellers,5.00E+05
CID-676727,3539-8379-2129-2238,gold,5.00E+05
CID-710261,8365-2723-9647-8510,Travellers,2.00E+05
CID-572451,3693-9158-1552-6001,Platinum,1.00E+05
CID-100741,8046-2397-2512-9674,gold,1.00E+05
CID-522125,9152-8364-4053-5174,gold,2.00E+05
CID-799562,4197-5278-5978-3518,Platinum,2.00E+05
CID-705888,3518-7406-9617-7105,Travellers,2.00E+05
CID-97727,5291-1568-8548-7629,Travellers,1.00E+05
CID-597295,6300-7269-7151-3591,gold,1.00E+05
CID-68231,8186-1731-6597-2775,Travellers,1.00E+05
CID-69331,9249-6124-8780-3806,Travellers,50000
CID-101780,4732-6015-5809-7132,Shoppers,2.00E+05
CID-581825,5527-9447-2772-1794,Travellers,2.00E+05
CID-143242,5423-7591-9768-8372,Platinum,1.00E+05
CID-338546,7696-8413-1028-8252,gold,50000
CID-265329,5463-9467-8810-4800,Shoppers,50000
CID-242369,4525-6088-4824-1400,Travellers,1.00E+05
CID-640339,4498-6476-7393-4745,Platinum,5.00E+05
CID-92866,5398-5415-6349-3063,Shoppers,1.00E+05
CID-304620,3851-9661-6494-7647,Platinum,5.00E+05
CID-855129,8671-7404-8866-5138,Travellers,1.00E+05
CID-229725,5662-8918-6130-9094,gold,1.00E+05
CID-658169,9865-5819-4200-7851,Shoppers,2.00E+05
CID-776780,9326-2689-5347-9962,gold,2.00E+05
CID-886989,5974-1016-5723-7633,gold,1.00E+05
CID-36117,8985-3203-6147-6720,gold,1.00E+05
CID-106878,6345-3420-3785-3778,Shoppers,50000
CID-153929,5707-2560-7210-4758,Travellers,2.00E+05
CID-167440,8515-9620-5178-1779,Shoppers,50000
CID-369817,5022-5236-5175-9044,Platinum,1.00E+05
CID-689650,2988-8539-9710-3457,Platinum,5.00E+05
CID-446074,6330-1247-8995-9436,Travellers,5.00E+05
CID-674699,1921-5879-4254-3819,Travellers,50000
CID-861527,7687-3754-4315-2626,Shoppers,5.00E+05
CID-512145,3887-1211-3850-2594,gold,1.00E+05
CID-869359,8711-8279-3773-8778,Travellers,5.00E+05
CID-746544,3841-7597-9194-1277,Shoppers,50000
CID-30436,6346-8075-7125-4306,gold,2.00E+05
CID-364916,9779-7691-3045-9423,Travellers,50000
CID-451269,3554-8370-3978-9404,Shoppers,5.00E+05
CID-532259,2122-6661-3836-3364,Platinum,50000
CID-710059,8481-4480-8600-3193,gold,2.00E+05
CID-429060,4573-5113-6939-2218,Platinum,5.00E+05
CID-17382,9017-7649-2271-7877,Shoppers,50000
CID-897480,1881-8108-7377-2173,Shoppers,5.00E+05
CID-558984,7097-9051-4779-4839,gold,5.00E+05
CID-816955,7051-9296-9967-6784,Shoppers,1.00E+05
CID-678024,8654-2019-5938-1131,gold,5.00E+05
CID-152027,2024-2020-6740-6963,gold,1.00E+05
CID-492009,7657-3483-8003-4110,gold,1.00E+05
CID-50752,2649-8740-5973-6873,Platinum,1.00E+05
CID-315360,1792-2086-7881-1598,Shoppers,50000
CID-827139,6940-3099-9655-7810,Shoppers,2.00E+05
CID-489192,9654-8419-5309-2250,gold,2.00E+05
CID-251226,5136-3498-4354-9226,gold,1.00E+05
CID-324988,8321-6378-9577-4103,Platinum,1.00E+05
CID-183905,9775-6119-6672-2511,Platinum,2.00E+05
CID-538699,5397-8466-3371-3357,gold,1.00E+05
CID-148412,9101-3958-8438-1944,gold,1.00E+05
CID-454590,8089-6840-7847-8456,Platinum,2.00E+05
CID-600504,8818-3896-3386-2050,gold,50000
CID-867435,1759-6905-6665-6184,Shoppers,1.00E+05
CID-474052,2734-7773-8358-8773,Shoppers,2.00E+05
CID-138823,4703-9969-6073-1542,Shoppers,1.00E+05
CID-77543,4063-2063-5531-2077,Shoppers,1.00E+05
CID-792402,6428-1971-2135-2320,Travellers,1.00E+05
CID-90584,1391-9673-6662-6309,Travellers,50000
CID-72535,8476-6734-5248-1635,Shoppers,5.00E+05
CID-808016,4699-9906-5014-3363,gold,2.00E+05
CID-701011,9293-1472-3211-3020,gold,1.00E+05
CID-455469,5180-3893-6543-5158,Travellers,50000
CID-608296,2785-7029-8692-7042,Platinum,5.00E+05
CID-54901,7205-9312-9078-3947,gold,50000
CID-897363,9694-7547-9125-2377,Travellers,5.00E+05
CID-330898,6876-3535-7936-5602,Travellers,5.00E+05
CID-351573,6864-8987-5125-6630,gold,1.00E+05
CID-431745,3362-5577-9280-8978,Shoppers,1.00E+05
CID-782541,8930-8217-3500-1081,gold,2.00E+05
CID-541013,1621-8041-2106-1631,gold,1.00E+05
CID-247638,6593-8169-8042-3310,gold,5.00E+05
CID-121517,8957-1426-3347-2436,Platinum,50000
CID-584507,3247-6869-1702-2401,gold,2.00E+05
CID-234961,1075-5199-9611-6525,gold,1.00E+05
CID-731389,7231-2290-2708-4760,Travellers,5.00E+05
CID-64568,1335-6760-6508-1980,Platinum,2.00E+05
CID-507523,8809-1157-4639-4411,Shoppers,2.00E+05
CID-365485,9216-9660-8798-3763,Travellers,2.00E+05
CID-662875,1993-4832-4393-9253,Travellers,1.00E+05
CID-775460,9018-5860-9893-4896,gold,2.00E+05
CID-45977,8755-9763-3639-6034,Platinum,1.00E+05
CID-215575,7875-3614-2729-4500,Platinum,50000
CID-367267,6167-5454-9808-8928,gold,1.00E+05
CID-687680,6882-3354-9935-5607,Platinum,50000
CID-150362,9183-5635-7782-5670,gold,1.00E+05
CID-899327,1440-8205-7572-9626,Travellers,2.00E+05
CID-682785,1040-1018-2964-2375,gold,1.00E+05
CID-534186,3258-3869-4759-9870,Shoppers,1.00E+05
CID-596952,3604-5174-2840-1100,gold,1.00E+05
CID-454540,6443-5419-7633-8049,Shoppers,5.00E+05
CID-283676,5439-8226-9745-2734,Shoppers,2.00E+05
CID-552595,3424-1092-9435-2327,Shoppers,1.00E+05
CID-650534,8323-9354-6301-2842,Platinum,1.00E+05
CID-829803,5271-3270-4944-8009,gold,50000
CID-635830,4990-9669-2385-3499,Travellers,1.00E+05
CID-714648,5878-7511-3701-8564,gold,50000
CID-525785,2899-3433-7941-8446,Shoppers,1.00E+05
CID-661950,5782-2535-9837-3628,gold,1.00E+05
CID-63233,9493-6344-9232-1090,Platinum,1.00E+05
CID-145144,2658-2183-9485-4595,gold,1.00E+05
CID-49914,9909-1324-9659-6885,gold,1.00E+05
CID-379709,2415-2650-7292-9916,Shoppers,1.00E+05
CID-229201,9803-6988-7403-1647,Shoppers,5.00E+05
CID-887615,8557-5653-8136-4361,Travellers,1.00E+05
CID-684448,4040-1530-7683-7217,Travellers,1.00E+05
CID-467197,3409-3741-6018-5535,gold,5.00E+05
CID-565191,7769-7150-1581-3331,Travellers,2.00E+05
CID-128215,6429-8175-2269-4450,Travellers,2.00E+05
CID-867503,4996-1666-8251-7993,Shoppers,5.00E+05
CID-218193,3490-4130-6561-2170,gold,1.00E+05
CID-11434,6370-5585-4424-3114,Platinum,1.00E+05
CID-626467,4459-8944-3567-3621,gold,5.00E+05
CID-845913,6776-3127-3053-5975,Platinum,1.00E+05
CID-309334,7782-7739-8475-9275,Platinum,1.00E+05
CID-110442,1235-8501-3679-4038,Platinum,1.00E+05
CID-774094,3366-3336-6528-6711,Shoppers,2.00E+05
CID-716406,3357-6411-5158-5857,Shoppers,5.00E+05
CID-248113,8947-8402-9039-3532,Travellers,1.00E+05
CID-384591,9426-8246-9044-2288,Travellers,5.00E+05
CID-654930,6825-8757-8077-9488,gold,1.00E+05
CID-147381,7180-9934-9713-3780,Shoppers,1.00E+05
CID-473907,3651-6983-6482-6826,Platinum,2.00E+05
CID-498026,7573-4554-2146-2996,Platinum,1.00E+05
CID-631126,7485-6439-9413-5521,gold,1.00E+05
CID-573963,6731-6937-5066-6050,Platinum,1.00E+05
CID-468455,7340-9420-1584-6270,Platinum,5.00E+05
CID-680931,6178-9369-5779-4996,Platinum,1.00E+05
CID-500034,1714-7727-4308-3271,Travellers,1.00E+05
CID-101087,1780-7611-1958-6192,Platinum,1.00E+05
CID-416596,7719-9293-1685-9673,gold,50000
CID-320764,7398-6973-3869-1992,Shoppers,50000
